time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2021-06-30T22:03:27.897Z,58.3609,-133.467,4.95,2.8,ml,,167,0.561,0.29,us,us7000ehup,2021-06-30T23:00:44.040Z,"56 km E of Juneau, Alaska",earthquake,2.6,7.6,0.077,22,reviewed,us,us
2021-06-30T21:50:07.638Z,54.9407,-160.2141,39.5,4.1,mb,,148,0.377,0.96,us,us7000ehv0,2021-06-30T23:55:25.316Z,"47 km SSE of Sand Point, Alaska",earthquake,6.3,7.3,0.198,7,reviewed,us,us
2021-06-30T21:44:02.274Z,39.2588,142.1809,57.58,4.5,mb,,138,1.752,0.84,us,us7000ehul,2021-06-30T22:00:15.040Z,"27 km ESE of Ōtsuchi, Japan",earthquake,8.2,7.9,0.079,47,reviewed,us,us
2021-06-30T21:33:28.640Z,18.0258,-66.7206,16,2.89,md,20,121,0.1156,0.27,pr,pr2021181011,2021-06-30T22:25:47.808Z,"3 km S of Peñuelas, Puerto Rico",earthquake,0.52,0.41,0.16,10,reviewed,pr,pr
2021-06-30T21:09:28.350Z,58.2903,-134.0194,9.4,2.6,ml,,,,1.03,ak,ak0218botwpv,2021-06-30T23:47:14.227Z,"23 km E of Juneau, Alaska",ice quake,,0.3,,,automatic,ak,ak
2021-06-30T20:26:18.360Z,17.965,-67.0823,8,2.96,md,17,236,0.0383,0.18,pr,pr2021181008,2021-06-30T20:44:36.560Z,"3 km WSW of La Parguera, Puerto Rico",earthquake,0.7,0.44,0.23,12,reviewed,pr,pr
2021-06-30T20:19:30.867Z,31.66170587,-104.3156638,6.362939453,2.9,ml,18,68,0.1132359546,0.2,tx,tx2021msku,2021-07-02T13:25:46.040Z,"57 km S of Whites City, New Mexico",earthquake,1.068941768,1.584909253,0.2,9,reviewed,tx,tx
2021-06-30T20:16:27.579Z,-22.9048,171.8141,10,4.7,mb,,77,4.041,1.15,us,us7000ehtu,2021-07-02T13:15:54.040Z,"southeast of the Loyalty Islands",earthquake,8.2,1.6,0.096,41,reviewed,us,us
2021-06-30T20:04:30.210Z,17.9405,-67.0906,10,2.85,md,16,246,0.0547,0.2,pr,pr2021181009,2021-06-30T20:44:28.416Z,"6 km SW of La Parguera, Puerto Rico",earthquake,0.89,0.44,0.22,13,reviewed,pr,pr
2021-06-30T19:52:27.782Z,-28.4025,-113.2415,10,4.9,mb,,118,3.592,0.58,us,us7000ehtk,2021-07-01T22:13:47.040Z,"Easter Island region",earthquake,5.8,1.9,0.053,122,reviewed,us,us
2021-06-30T19:19:29.490Z,17.9625,-66.6301,5,3.2,md,21,183,0.0838,0.37,pr,pr2021181010,2021-07-01T19:06:31.040Z,"5 km S of Ponce, Puerto Rico",earthquake,0.72,0.49,0.19,16,reviewed,pr,pr
2021-06-30T18:57:18.548Z,60.5185,-150.9521,55.2,2.8,ml,,,,0.94,ak,ak0218bnbvi5,2021-07-01T18:35:42.040Z,"6 km ENE of Soldotna, Alaska",earthquake,,0.9,,,automatic,ak,ak
2021-06-30T18:09:31.606Z,-6.6082,129.7569,144.95,4.4,mb,,49,2.05,0.84,us,us6000er6c,2021-07-01T14:50:57.040Z,"Banda Sea",earthquake,5.1,6.5,0.084,48,reviewed,us,us
2021-06-30T16:52:02.063Z,56.2638,-156.6153,54.3,2.5,ml,,,,0.95,ak,ak0218bm3wge,2021-06-30T21:41:46.040Z,"110 km E of Chignik, Alaska",earthquake,,2.8,,,automatic,ak,ak
2021-06-30T15:44:58.899Z,38.9873,20.5298,10,4.2,mb,,122,0.221,1.27,us,us6000er5e,2021-07-01T00:15:09.937Z,"19 km W of Préveza, Greece",earthquake,3.7,2,0.263,4,reviewed,us,us
2021-06-30T15:17:53.836Z,61.6179,-150.9443,58.9,2.5,ml,,,,0.7,ak,ak0218blb2qn,2021-06-30T21:09:26.040Z,"24 km WNW of Susitna, Alaska",earthquake,,0.8,,,automatic,ak,ak
2021-06-30T15:07:54.714Z,-28.3927,-113.0809,10,5.2,mb,,52,3.456,1.06,us,us6000er55,2021-06-30T15:26:42.040Z,"Easter Island region",earthquake,9.8,1.9,0.034,284,reviewed,us,us
2021-06-30T13:28:25.140Z,19.1775,-155.456833333333,36.97,3.28,ml,57,123,,0.12,hv,hv72556132,2021-07-01T13:29:58.894Z,"3 km SE of Pāhala, Hawaii",earthquake,0.44,0.52,0.152624325482376,44,reviewed,hv,hv
2021-06-30T13:21:14.086Z,31.6843548,-104.4060271,6.131567383,3,ml,22,68,0.08229253288,0.2,tx,tx2021mrwz,2021-06-30T15:48:54.467Z,"54 km S of Whites City, New Mexico",earthquake,1.11974463,1.267615944,0.2,10,reviewed,tx,tx
2021-06-30T13:19:56.717Z,31.67426897,-104.4021672,6.285815430000001,3,ml,29,57,0.0842513393,0.2,tx,tx2021mrwy,2021-06-30T15:54:11.318Z,"55 km S of Whites City, New Mexico",earthquake,0.9553552791,1.244108185,0.1,19,reviewed,tx,tx
2021-06-30T13:14:04.150Z,-22.6379,-66.6134,214.66,4.7,mww,,66,1.478,0.62,us,us6000er3v,2021-07-02T04:33:57.054Z,"94 km W of Abra Pampa, Argentina",earthquake,7.4,5.1,0.089,12,reviewed,us,us
2021-06-30T12:47:33.870Z,47.7895,-123.113333333333,43.91,2.63,ml,26,47,0.1198,0.18,uw,uw61748786,2021-06-30T17:23:18.549Z,"18 km WSW of Quilcene, Washington",earthquake,0.4,0.62,0.115949720541594,15,reviewed,uw,uw
2021-06-30T12:37:33.364Z,36.0596,140.685,10,4.2,mb,,164,2.057,0.82,us,us6000er3p,2021-06-30T13:27:05.361Z,"11 km NNE of Kashima-shi, Japan",earthquake,4.8,2,0.306,3,reviewed,us,us
2021-06-30T12:15:03.792Z,6.9094,-73.1182,138.56,4.4,mb,,117,1.01,0.53,us,us6000er3h,2021-06-30T12:36:47.040Z,"11 km SW of Piedecuesta, Colombia",earthquake,3.9,10,0.045,142,reviewed,us,us
2021-06-30T12:09:21.780Z,33.165,-118.7131667,6.78,2.51,ml,17,253,0.3438,0.23,ci,ci39724287,2021-06-30T19:20:01.721Z,"18km NW of San Clemente Is. (NW tip), CA",earthquake,0.85,1.79,0.135,40,reviewed,ci,ci
2021-06-30T09:58:05.849Z,9.5224,126.118,35.02,4.7,mb,,123,2.494,0.5,us,us6000er1v,2021-06-30T10:21:07.040Z,"19 km ESE of Socorro, Philippines",earthquake,11.4,5.5,0.091,37,reviewed,us,us
2021-06-30T09:36:55.050Z,17.9368,-67.0841,11,2.58,md,9,268,0.0515,0.08,pr,pr2021181004,2021-06-30T09:59:19.999Z,"5 km SW of La Parguera, Puerto Rico",earthquake,0.64,0.26,0.13,5,reviewed,pr,pr
2021-06-30T09:20:02.690Z,17.9441,-67.1,12,3.78,md,23,237,0.0613,0.19,pr,pr2021181005,2021-07-01T09:21:42.102Z,"6 km WSW of La Parguera, Puerto Rico",earthquake,0.79,0.34,0.18,15,reviewed,pr,pr
2021-06-30T08:49:46.490Z,37.7306667,-121.9923333,7.82,2.71,md,113,42,0.0516,0.12,nc,nc73581206,2021-07-02T02:18:49.973Z,"6km SSW of San Ramon, CA",earthquake,0.11,0.23,0.164,125,reviewed,nc,nc
2021-06-30T08:05:14.793Z,-21.2011,-68.7401,123.27,4,mb,,57,0.715,0.68,us,us6000er1e,2021-06-30T08:46:02.040Z,"140 km N of Calama, Chile",earthquake,6.2,10.5,0.197,9,reviewed,us,us
2021-06-30T06:38:38.069Z,43.1047,-111.0202,5,2.8,ml,,78,0.344,0.73,us,us6000er0z,2021-07-01T13:58:57.789Z,"6 km S of Alpine, Wyoming",earthquake,1.5,1.9,0.044,68,reviewed,us,us
2021-06-30T05:53:01.237Z,66.3598,-157.5831,15.2,2.8,ml,,,,1.09,ak,ak0218bfkcg5,2021-07-01T05:48:45.040Z,"62 km SSW of Shungnak, Alaska",earthquake,,3.2,,,automatic,ak,ak
2021-06-30T03:53:20.662Z,37.2166,141.391,43.59,4.5,mb,,121,2.638,0.53,us,us6000er0c,2021-07-01T04:55:48.040Z,"45 km SE of Namie, Japan",earthquake,3.9,7.4,0.113,23,reviewed,us,us
2021-06-30T03:39:49.533Z,18.0394,-101.7979,35,4.2,mb,,170,1.687,0.64,us,us6000er0a,2021-07-01T04:45:20.863Z,"6 km N of La Unión, Mexico",earthquake,2.1,2,0.046,133,reviewed,us,us
2021-06-30T03:08:02.504Z,58.0612,-151.5559,56.9,2.7,ml,,,,0.4,ak,ak0218be3u5r,2021-07-01T03:55:45.040Z,"58 km ENE of Ouzinkie, Alaska",earthquake,,2,,,automatic,ak,ak
2021-06-30T02:57:33.152Z,51.8574,-172.4536,17.85,4.8,mb,,139,1.098,0.89,us,us6000er01,2021-06-30T03:18:02.040Z,"125 km ESE of Atka, Alaska",earthquake,5.4,4.8,0.03,352,reviewed,us,us
2021-06-30T02:52:50.310Z,18.7796,-64.0261,41,3.67,md,15,344,1.3422,0.42,pr,pr2021181002,2021-06-30T03:13:37.040Z,"95 km ENE of Cruz Bay, U.S. Virgin Islands",earthquake,4.96,16.17,0.15,8,reviewed,pr,pr
2021-06-30T01:06:44.310Z,17.9513,-66.967,8,2.84,md,22,200,0.0793,0.15,pr,pr2021181001,2021-06-30T01:25:14.600Z,"6 km WSW of Guánica, Puerto Rico",earthquake,0.45,0.94,0.09,20,reviewed,pr,pr
2021-06-30T01:04:33.190Z,19.176,-155.4915,35.7,3.05,ml,57,87,,0.11,hv,hv72555042,2021-06-30T03:54:40.135Z,"3 km SSW of Pāhala, Hawaii",earthquake,0.44,0.59,0.177505794547085,40,reviewed,hv,hv
2021-06-30T00:39:23.229Z,-25.907,-68.9806,125.06,4,mb,,89,0.934,1.04,us,us6000eqz9,2021-06-30T00:53:23.040Z,"118 km ENE of Diego de Almagro, Chile",earthquake,8.1,10.6,0.298,3,reviewed,us,us
2021-06-30T00:27:15.928Z,44.3045,-114.7965,10,3.3,ml,,61,0.791,0.58,us,us6000eqz8,2021-06-30T14:05:30.920Z,"14 km NE of Stanley, Idaho",earthquake,1.5,2,0.035,110,reviewed,us,us
2021-06-30T00:09:17.720Z,17.8943,-66.8478,14,2.76,md,19,235,0.2103,0.28,pr,pr2021181000,2021-06-30T00:52:50.000Z,"10 km SSE of Maria Antonia, Puerto Rico",earthquake,0.78,0.87,0.24,11,reviewed,pr,pr
2021-06-29T23:36:19.423Z,3.9199,125.8418,150.5,4.8,mb,,107,3.14,0.73,us,us6000eqyx,2021-06-29T23:52:02.040Z,"169 km SSE of Sarangani, Philippines",earthquake,7.4,7.6,0.109,26,reviewed,us,us
2021-06-29T23:12:41.815Z,58.3621,-133.4492,1,3.1,ml,,169,0.57,0.22,us,us6000eqyw,2021-06-29T23:56:50.040Z,"57 km E of Juneau, Alaska",earthquake,2.5,2,0.077,22,reviewed,us,us
2021-06-29T21:28:41.380Z,-5.2778,129.3997,257.88,4.6,mb,,93,3.283,0.77,us,us6000eqy7,2021-06-29T21:52:39.040Z,"220 km SSE of Amahai, Indonesia",earthquake,9.2,6.2,0.079,48,reviewed,us,us
2021-06-29T21:17:49.600Z,17.8856,-66.869,10,2.47,md,10,240,0.1942,0.14,pr,pr2021180015,2021-06-29T21:34:05.940Z,"10 km SSE of Guánica, Puerto Rico",earthquake,0.74,0.94,0.13,9,reviewed,pr,pr
2021-06-29T19:53:24.820Z,17.934,-67.1011,10,2.91,md,8,249,0.067,0.21,pr,pr2021180014,2021-06-29T20:08:09.440Z,"7 km SW of La Parguera, Puerto Rico",earthquake,0.96,0.53,0.06,3,reviewed,pr,pr
2021-06-29T19:26:03.949Z,19.4799,-63.4754,10,3.4,ml,,233,1.472,0.78,us,us6000eqxc,2021-06-29T20:41:24.040Z,"146 km NNW of The Valley, Anguilla",earthquake,7.2,2,0.057,41,reviewed,us,us
2021-06-29T19:24:43.420Z,18.8996,-68.4983,6,2.67,md,10,166,0.403,0.23,pr,pr2021180016,2021-06-29T22:47:31.564Z,"32 km NNE of Otra Banda, Dominican Republic",earthquake,0.66,1.19,0.63,3,reviewed,pr,pr
2021-06-29T19:24:36.350Z,34.7652,78.0001,10,3.2,mb,,242,4.075,0.99,us,us6000eqyg,2021-06-29T22:17:38.040Z,"76 km NNE of Leh, India",earthquake,10.1,2,0.279,3,reviewed,us,us
2021-06-29T18:15:06.697Z,19.2552,-63.4665,10,3.5,ml,,225,1.255,0.58,us,us6000eqwk,2021-06-29T19:09:21.040Z,"122 km NNW of The Valley, Anguilla",earthquake,3.4,2,0.052,49,reviewed,us,us
2021-06-29T17:08:21.111Z,39.0401,-99.5383,10,2.9,mb_lg,,45,0.893,0.32,us,us6000eqw4,2021-06-29T17:21:56.040Z,"11 km N of Ellis, Kansas",earthquake,2.1,2,0.047,120,reviewed,us,us
2021-06-29T17:03:30.361Z,43.948,-128.9668,13.15,4,mb,,187,1.95,0.95,us,us6000eqw3,2021-06-30T12:53:03.581Z,"off the coast of Oregon",earthquake,9.7,6.6,0.056,87,reviewed,us,us
2021-06-29T16:39:33.240Z,18.7806663513184,-155.306503295898,14.75,2.83,ml,13,300,,0.379999995,hv,hv72554142,2021-06-29T16:45:05.070Z,"42 km SE of Naalehu, Hawaii",earthquake,9.87,28.75,2.87,26,automatic,hv,hv
2021-06-29T15:41:14.577Z,12.403,-87.9649,53.18,4.5,mb,,198,0.966,0.4,us,us6000equq,2021-06-29T16:47:04.040Z,"67 km SW of Jiquilillo, Nicaragua",earthquake,7.6,9.9,0.062,78,reviewed,us,us
2021-06-29T15:21:10.422Z,15.9141,-92.1521,231.67,4.4,mb,,169,0.365,0.62,us,us6000equk,2021-07-02T04:47:03.528Z,"3 km NW of Sinaloa, Mexico",earthquake,7.6,7.3,0.078,48,reviewed,us,us
2021-06-29T15:00:12.485Z,22.7881,-82.9608,10,4.7,mb,,49,0.044,0.85,us,us6000equg,2021-06-29T17:28:43.857Z,"5 km N of Candelaria, Cuba",earthquake,6.8,1.9,0.035,247,reviewed,us,us
2021-06-29T14:36:05.962Z,54.2821,-156.2239,10,4.1,mb,,168,1.581,0.76,us,us6000equ9,2021-06-29T16:53:34.040Z,"260 km SE of Perryville, Alaska",earthquake,4.4,1.9,0.233,6,reviewed,us,us
2021-06-29T14:29:01.783Z,-24.4199,-179.8266,515.33,4.6,mb,,78,6.93,0.72,us,us6000equ8,2021-06-29T15:43:24.040Z,"south of the Fiji Islands",earthquake,11.4,8.6,0.062,78,reviewed,us,us
2021-06-29T14:24:37.418Z,2.4729,128.866,35,4.7,mb,,79,2.258,0.72,us,us6000equ7,2021-06-29T15:39:40.040Z,"Halmahera, Indonesia",earthquake,6.9,2,0.062,80,reviewed,us,us
2021-06-29T13:40:41.730Z,2.4286,128.9186,35,4.6,mb,,117,2.261,0.69,us,us6000equ0,2021-06-29T16:50:56.040Z,"127 km NE of Tobelo, Indonesia",earthquake,7.3,2,0.075,54,reviewed,us,us
2021-06-29T13:14:04.829Z,38.1527,-117.9024,8.8,2.9,ml,31,48.08,0.024,0.1348,nn,nn00810420,2021-06-29T18:03:52.975Z,"31 km SE of Mina, Nevada",earthquake,,0.5,0.25,14,reviewed,nn,nn
2021-06-29T13:06:22.090Z,17.9531,-67.0738,11,2.95,md,16,242,0.0338,0.19,pr,pr2021180013,2021-06-29T13:22:09.849Z,"3 km SW of La Parguera, Puerto Rico",earthquake,0.67,0.26,0.22,7,reviewed,pr,pr
2021-06-29T12:44:51.720Z,19.5058,-64.112,43,4.06,md,19,321,1.6751,0.31,pr,pr2021180012,2021-06-30T16:58:52.879Z,"148 km NNE of Cruz Bay, U.S. Virgin Islands",earthquake,3.09,19.23,0.07,9,reviewed,pr,pr
2021-06-29T11:24:17.570Z,17.9813,-66.934,8,2.68,md,8,186,0.1109,0.06,pr,pr2021180011,2021-06-29T11:45:13.705Z,"2 km WSW of Fuig, Puerto Rico",earthquake,0.41,0.82,0.12,4,reviewed,pr,pr
2021-06-29T10:19:38.440Z,17.9576,-67.0128,10,3.18,md,23,206,0.0336,0.12,pr,pr2021180010,2021-06-29T11:16:22.376Z,"4 km ESE of La Parguera, Puerto Rico",earthquake,0.39,0.37,0.19,9,reviewed,pr,pr
2021-06-29T08:56:04.656Z,9.1629,122.3388,65.52,4.6,mb,,90,3.823,0.84,us,us6000eqsi,2021-06-29T12:45:13.747Z,"42 km SW of Colipapa, Philippines",earthquake,10,7.5,0.066,68,reviewed,us,us
2021-06-29T08:45:36.459Z,56.4038,-154.2822,20.1,4.3,ml,,,,0.54,ak,ak02189trnp7,2021-06-29T11:38:44.040Z,"60 km S of Akhiok, Alaska",earthquake,,0.8,,,reviewed,ak,ak
2021-06-29T08:23:17.760Z,18.9085,-67.3243,20,3.45,md,21,271,0.4898,0.37,pr,pr2021180009,2021-06-29T08:46:18.892Z,"51 km NNW of San Antonio, Puerto Rico",earthquake,1.4,30.47,0.1,10,reviewed,pr,pr
2021-06-29T07:35:27.982Z,3.9796,125.8559,150.85,4.7,mb,,71,3.082,1.07,us,us6000eqs4,2021-07-02T05:17:34.040Z,"163 km SSE of Sarangani, Philippines",earthquake,7.9,7.1,0.053,108,reviewed,us,us
2021-06-29T07:05:50.244Z,-21.416,-67.3791,188.57,4.5,mb,,67,1.698,0.91,us,us6000eqry,2021-07-02T05:12:54.109Z,"120 km SSW of Uyuni, Bolivia",earthquake,7.7,10.1,0.106,26,reviewed,us,us
2021-06-29T07:02:44.170Z,17.9473,-67.1081,11,2.72,md,17,245,0.0591,0.16,pr,pr2021180008,2021-06-29T12:47:50.143Z,"7 km WSW of La Parguera, Puerto Rico",earthquake,0.71,0.36,0.28,9,reviewed,pr,pr
2021-06-29T06:14:21.560Z,17.9401,-67.116,10,2.46,md,22,246,0.0666,0.11,pr,pr2021180007,2021-06-29T06:37:20.770Z,"8 km ESE of Pole Ojea, Puerto Rico",earthquake,0.58,0.28,0.42,10,reviewed,pr,pr
2021-06-29T05:55:50.235Z,31.7434,131.7333,41.77,5,mb,,117,1.117,1.12,us,us6000eqrh,2021-06-29T06:13:59.040Z,"35 km ESE of Miyazaki, Japan",earthquake,6.8,7.1,0.043,171,reviewed,us,us
2021-06-29T05:51:11.370Z,19.2618333333333,-155.4455,9.97,2.47,ml,44,71,,0.11,hv,hv72553377,2021-06-30T05:40:02.040Z,"7 km NNE of Pāhala, Hawaii",earthquake,0.32,0.65,0.143976563963083,33,reviewed,hv,hv
2021-06-29T05:30:55.985Z,24.5284,122.2546,65.98,4.6,mb,,55,0.692,0.51,us,us6000eqrb,2021-06-29T06:53:16.040Z,"56 km ESE of Yilan, Taiwan",earthquake,5.3,6.6,0.116,22,reviewed,us,us
2021-06-29T05:16:46.720Z,19.3315,-155.191833333333,5.98,2.69,ml,48,85,,0.11,hv,hv72553312,2021-06-29T21:25:44.190Z,"13 km SSE of Volcano, Hawaii",earthquake,0.25,0.53,0.191912400378354,37,reviewed,hv,hv
2021-06-29T04:43:59.350Z,18.1998,-67.18,100,3.57,md,28,145,0.0392,0.2,pr,pr2021180006,2021-06-30T04:45:34.334Z,"4 km W of Mayagüez, Puerto Rico",earthquake,1.23,0.56,0.17,20,reviewed,pr,pr
2021-06-29T04:29:04.480Z,17.9388,-67.1005,11,2.61,md,18,245,0.0641,0.15,pr,pr2021180005,2021-06-29T04:45:33.825Z,"6 km SW of La Parguera, Puerto Rico",earthquake,0.72,0.29,0.22,7,reviewed,pr,pr
2021-06-29T04:01:18.384Z,-28.4236,-67.4692,118.61,4.5,mb,,91,2.161,0.97,us,us6000eqqt,2021-06-30T01:59:07.805Z,"41 km SSE of Tinogasta, Argentina",earthquake,5.7,8.4,0.075,52,reviewed,us,us
2021-06-29T03:49:57.412Z,59.8853,-152.9357,101.8,2.5,ml,,,,0.66,ak,ak02189qte6p,2021-06-30T01:44:54.040Z,"63 km W of Anchor Point, Alaska",earthquake,,0.3,,,automatic,ak,ak
2021-06-29T03:41:57.163Z,38.4859,39.6011,10,4.1,mwr,,64,1.159,0.85,us,us6000eqqm,2021-06-30T01:11:12.040Z,"25 km E of Sivrice, Turkey",earthquake,2,1.9,0.058,29,reviewed,us,us
2021-06-29T03:34:47.003Z,62.5132,-151.0941,81.6,2.7,ml,,,,0.56,ak,ak02189qq5o9,2021-06-29T03:47:35.828Z,"17 km W of Petersville, Alaska",earthquake,,0.4,,,automatic,ak,ak
2021-06-29T03:14:39.670Z,17.974,-66.9653,10,2.92,md,22,178,0.0791,0.18,pr,pr2021180003,2021-06-29T03:38:09.732Z,"5 km WSW of Fuig, Puerto Rico",earthquake,0.34,0.47,0.24,11,reviewed,pr,pr
2021-06-29T03:14:13.604Z,-15.2015,167.4757,119.33,5.3,mww,,28,0.358,0.69,us,us6000eqqa,2021-06-30T00:48:55.040Z,"46 km ESE of Port-Olry, Vanuatu",earthquake,8.4,3.6,0.098,10,reviewed,us,us
2021-06-29T02:25:00.450Z,17.9421,-67.1026,11,2.79,md,19,245,0.0645,0.12,pr,pr2021180002,2021-06-29T03:09:38.274Z,"6 km WSW of La Parguera, Puerto Rico",earthquake,0.64,0.24,0.35,10,reviewed,pr,pr
2021-06-29T02:05:40.660Z,17.954,-67.0906,11,3.49,md,25,235,0.0489,0.09,pr,pr2021180001,2021-06-30T02:07:37.936Z,"5 km WSW of La Parguera, Puerto Rico",earthquake,0.58,0.26,0.22,13,reviewed,pr,pr
2021-06-29T01:29:48.060Z,37.7061667,-122.1223333,9.2,3.9,mw,160,14,0.0151,0.13,nc,nc73580646,2021-07-03T08:50:45.691Z,"3km N of San Lorenzo, CA",earthquake,0.1,0.15,,5,reviewed,nc,nc
2021-06-29T00:23:42.060Z,17.9393,-67.1043,10,2.74,md,11,246,0.0672,0.13,pr,pr2021180000,2021-06-29T00:43:12.519Z,"7 km WSW of La Parguera, Puerto Rico",earthquake,0.72,0.31,0.25,4,reviewed,pr,pr
2021-06-29T00:09:19.492Z,-4.476,133.9496,10,4.6,mb,,64,2.296,1.21,us,us6000eqp1,2021-07-02T02:48:58.040Z,"Near the south coast of Papua, Indonesia",earthquake,6.6,1.9,0.119,21,reviewed,us,us
2021-06-29T00:00:18.481Z,13.1018,-89.3139,65.47,4.6,mb,,131,0.709,0.9,us,us6000eqns,2021-07-02T02:57:48.378Z,"42 km S of La Libertad, El Salvador",earthquake,6.6,5,0.032,304,reviewed,us,us
2021-06-28T23:23:49.041Z,31.58507716,-103.9119582,8.496704102000002,2.5,ml,14,78,0.06437802707,0.2,tx,tx2021mozw,2021-06-29T14:23:11.391Z,"32 km NNW of Toyah, Texas",earthquake,0.8462681216,1.18367791,0.2,6,reviewed,tx,tx
2021-06-28T23:22:07.285Z,58.6768,-133.884,6,3,ml,,154,0.517,0.74,us,us6000eqnc,2021-07-02T03:51:17.040Z,"52 km NE of Juneau, Alaska",earthquake,2.6,7.8,0.066,30,reviewed,us,us
2021-06-28T23:12:29.315Z,58.2427,-133.7242,6.6,2.7,ml,,,,0.57,ak,ak02188eyqa8,2021-06-28T23:39:29.773Z,"41 km E of Juneau, Alaska",ice quake,,0.4,,,automatic,ak,ak
2021-06-28T22:58:19.617Z,37.3326,14.7429,23.83,2.9,ml,,97,0.322,0.34,us,us6000eqnt,2021-06-29T02:34:24.683Z,"0 km NNW of Palagonia, Italy",earthquake,5.2,12.4,0.091,16,reviewed,us,us
2021-06-28T21:29:28.840Z,17.9551,-67.0908,12,3.48,md,24,235,0.0487,0.11,pr,pr2021179014,2021-06-29T21:31:07.869Z,"5 km WSW of La Parguera, Puerto Rico",earthquake,0.53,0.22,0.12,16,reviewed,pr,pr
2021-06-28T21:20:12.990Z,17.9398,-67.0936,11,2.59,md,15,248,0.0576,0.14,pr,pr2021179013,2021-06-28T21:45:23.241Z,"6 km SW of La Parguera, Puerto Rico",earthquake,0.66,0.31,0.12,10,reviewed,pr,pr
2021-06-28T20:59:05.079Z,-23.9039,-179.7776,495.92,4.4,mb,,163,6.455,0.59,us,us6000eqmj,2021-06-29T13:45:43.040Z,"south of the Fiji Islands",earthquake,16.2,8.8,0.102,30,reviewed,us,us
2021-06-28T20:54:34.013Z,58.2221,-153.7517,81.6,3.1,ml,,,,0.64,ak,ak02188dffte,2021-06-28T21:24:27.040Z,"52 km WNW of Aleneva, Alaska",earthquake,,0.4,,,automatic,ak,ak
2021-06-28T19:10:06.390Z,17.9425,-67.1148,10,2.8,md,20,245,0.0641,0.16,pr,pr2021179012,2021-06-28T19:32:40.551Z,"8 km WSW of La Parguera, Puerto Rico",earthquake,0.69,0.37,0.15,18,reviewed,pr,pr
2021-06-28T18:45:17.710Z,17.8886,-66.8748,15,2.47,md,8,241,0.1877,0.13,pr,pr2021179011,2021-06-28T18:56:26.212Z,"9 km SSE of Guánica, Puerto Rico",earthquake,0.66,0.83,0.12,4,reviewed,pr,pr
2021-06-28T18:09:37.633Z,-41.6869,-16.3242,10,5,mb,,75,18.382,0.64,us,us6000eqlz,2021-06-29T13:29:51.040Z,"southern Mid-Atlantic Ridge",earthquake,12.2,1.9,0.087,42,reviewed,us,us
2021-06-28T15:34:03.488Z,60.0482,-152.9713,111.7,2.5,ml,,,,0.54,ak,ak02188abx1h,2021-06-28T16:07:23.040Z,"69 km ENE of Pedro Bay, Alaska",earthquake,,0.3,,,automatic,ak,ak
2021-06-28T15:29:41.020Z,44.7493333,-110.9123333,8.81,2.52,ml,21,106,0.05883,0.16,uu,uu60442372,2021-06-28T16:02:25.040Z,"18 km ENE of West Yellowstone, Montana",earthquake,0.4,0.69,0.262,6,reviewed,uu,uu
2021-06-28T15:12:39.393Z,65.1233,-164.4795,6.2,2.7,ml,,,,0.91,ak,ak02188a7a3n,2021-06-28T15:56:51.040Z,"62 km N of Solomon, Alaska",earthquake,,0.3,,,automatic,ak,ak
2021-06-28T14:57:24.350Z,36.2098333,-117.9068333,2.53,2.9,ml,37,59,0.1012,0.15,ci,ci39721919,2021-06-29T14:10:26.689Z,"12km SE of Olancha, CA",earthquake,0.16,0.69,0.151,76,reviewed,ci,ci
2021-06-28T14:22:53.580Z,17.9501,-67.1105,10,2.97,md,16,244,0.0563,0.11,pr,pr2021179009,2021-06-28T14:59:44.843Z,"7 km WSW of La Parguera, Puerto Rico",earthquake,0.58,0.31,0.19,6,reviewed,pr,pr
2021-06-28T14:02:29.540Z,44.7518333,-110.9168333,10.94,3.14,ml,30,98,0.0597,0.18,uu,uu60442307,2021-06-28T16:39:39.660Z,"17 km NE of West Yellowstone, Montana",earthquake,0.34,0.5,0.409,8,reviewed,uu,uu
2021-06-28T14:00:44.203Z,-15.4474,167.4662,97.51,4.8,mww,,60,0.253,0.9,us,us6000eqhr,2021-06-28T14:43:07.040Z,"33 km ENE of Luganville, Vanuatu",earthquake,8.8,5.3,0.098,10,reviewed,us,us
2021-06-28T13:56:11.367Z,-22.0112,-67.4079,212.98,4.3,mb,,95,1.176,0.44,us,us6000eqhm,2021-06-28T15:18:49.040Z,"128 km NE of San Pedro de Atacama, Chile",earthquake,9.4,9.3,0.308,3,reviewed,us,us
2021-06-28T13:31:08.250Z,17.9368,-66.8521,16,2.58,md,18,194,0.1949,0.19,pr,pr2021179008,2021-06-28T13:52:17.773Z,"6 km SE of Maria Antonia, Puerto Rico",earthquake,0.69,0.62,0.06,7,reviewed,pr,pr
2021-06-28T12:51:03.480Z,17.9466,-67.1015,11,3.17,md,16,274,0.0603,0.14,pr,pr2021179007,2021-06-28T13:17:59.379Z,"6 km WSW of La Parguera, Puerto Rico",earthquake,0.7,0.26,0.15,6,reviewed,pr,pr
2021-06-28T12:03:36.520Z,18.9131,-66.8755,50,3.9,md,29,190,0.5041,0.36,pr,pr2021179006,2021-06-28T16:04:50.270Z,"47 km N of Hatillo, Puerto Rico",earthquake,1.15,2.65,0.14,12,reviewed,pr,pr
